time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-12-06 15:20:58.4330,6.721,-3.018,-0.095,-16.78,67.16,3.9,-0.57,3.51,4.59
2022-12-06 15:20:58.4430,3.418,2.966,0.8,-68.59,10.73,0.02,-1.2,-2.63,3.82
2022-12-06 15:20:58.4530,-2.311,2.107,0.047,-25.26,-42.02,-7.87,-1.11,-3.74,0.75
2022-12-06 15:20:58.4630,-1.919,-0.643,-0.965,24.74,-26.0,2.3,-1.04,-1.71,0.33
2022-12-06 15:20:58.4730,-0.061,-1.423,-0.638,14.98,-2.04,9.26,-0.6,-0.19,0.68
2022-12-06 15:20:58.4830,-0.177,-1.809,-0.418,-0.9,5.02,6.6,-0.42,0.33,0.9
2022-12-06 15:20:58.4930,-0.646,-1.189,0.257,1.47,7.68,3.33,-0.38,0.72,0.75
2022-12-06 15:20:58.5030,-0.722,-0.541,0.221,5.64,0.87,-2.59,-0.34,1.04,0.32
2022-12-06 15:20:58.5130,-0.542,-0.701,0.316,5.94,-4.73,-2.02,-0.52,1.34,0.1
2022-12-06 15:20:58.5230,-0.346,-1.194,0.425,3.96,-2.26,-3.28,-0.79,1.08,0.08
2022-12-06 15:20:58.5330,-0.304,-1.31,0.246,2.28,2.38,-4.17,-0.89,0.52,0.04
2022-12-06 15:20:58.5430,0.008,-1.023,-0.093,1.74,2.87,-2.15,-0.8,0.19,0.14
2022-12-06 15:20:58.5530,0.314,-0.859,-0.239,-1.65,-0.08,1.04,-0.72,-0.17,0.28
2022-12-06 15:20:58.5630,0.218,-0.978,-0.199,-4.27,-1.29,2.05,-0.7,-0.67,0.42
2022-12-06 15:20:58.5730,-0.049,-1.073,-0.102,-2.96,0.05,1.53,-0.73,-0.97,0.46
2022-12-06 15:20:58.5830,-0.271,-1.004,-0.034,-0.38,0.78,0.45,-0.69,-0.77,0.33
2022-12-06 15:20:58.5930,-0.417,-0.93,-0.104,1.67,0.0,-0.09,-0.6,-0.33,0.17
2022-12-06 15:20:58.6030,-0.468,-0.924,-0.17,2.98,-0.65,0.6,-0.51,0.07,0.05
2022-12-06 15:20:58.6130,-0.42,-0.953,-0.153,3.36,-0.62,1.13,-0.46,0.2,-0.03
2022-12-06 15:20:58.6230,-0.261,-0.979,-0.111,2.76,-0.34,0.82,-0.43,0.09,-0.05
2022-12-06 15:20:58.6330,-0.068,-1.005,-0.143,1.09,-0.07,0.43,-0.43,-0.15,-0.03
2022-12-06 15:20:58.6430,0.032,-1.011,-0.169,-0.74,0.17,0.76,-0.44,-0.41,0.05
2022-12-06 15:20:58.6530,0.036,-1.012,-0.143,-1.59,0.2,0.93,-0.45,-0.62,0.11
2022-12-06 15:20:58.6630,-0.016,-1.021,-0.056,-1.54,0.23,0.54,-0.49,-0.79,0.19
2022-12-06 15:20:58.6730,-0.044,-1.038,0.039,-1.05,0.33,-0.39,-0.53,-0.84,0.23
2022-12-06 15:20:58.6830,-0.064,-1.048,0.071,-0.86,0.51,-1.32,-0.58,-0.85,0.25
2022-12-06 15:20:58.6930,-0.099,-1.045,0.063,-0.65,0.6,-1.6,-0.63,-0.89,0.23
2022-12-06 15:20:58.7030,-0.082,-1.028,-0.014,-0.36,0.56,-1.51,-0.65,-0.86,0.2
